	trimmer_id	Dropout? Missing	Dropout Resolution
5371	N440/61.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
5372	N440/61.3	['n/a-n/a']	[nan]
5373	N440/61.5	['n/a-n/a']	[nan]
5374	N440/95.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5375	N441/26.1	['n/a-n/a']	[nan]
5376	N441/35.1	['n/a-n/a']	[nan]
5377	N441/35.2	['n/a-n/a']	[nan]
5378	N441/35.3	['n/a-n/a']	[nan]
5379	N442/28.1.1	['n/a-n/a']	[nan]
5380	N442/28.1.2	['n/a-n/a']	[nan]
5381	N442/28.1.3	['n/a-n/a']	[nan]
5382	N442/32.2	['n/a-n/a']	[nan]
5383	N442/38.1	['n/a-n/a']	[nan]
5384	N443/15.1	['n/a-n/a']	[nan]
5385	N443/17.1	['n/a-n/a']	[nan]
5386	N443/75.1	['n/a-n/a']	[nan]
5387	N444/103.1	['n/a-n/a']	[nan]
5388	N444/63.2.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5389	N444/63.2.2	['n/a-n/a']	[nan]
5390	N444/63.2.4	['Dec2020dropout-Both']	[nan]
5391	N444/76.1	['n/a-n/a']	[nan]
5392	N445/27.1	['n/a-n/a']	[nan]
5393	N445/27.2	['n/a-n/a']	[nan]
5394	N445/27.3	['n/a-n/a']	[nan]
5395	N445/52.1	['n/a-n/a']	[nan]
5396	N445/81.2	['n/a-n/a']	[nan]
5397	N445/87.2	['n/a-n/a']	[nan]
5398	N445/98.1	['n/a-n/a']	[nan]
5399	N446/22.1	['n/a-n/a']	[nan]
5400	N446/23.1	['n/a-n/a']	[nan]
5401	N446/36.1	['n/a-n/a']	[nan]
5402	N446/80.1	['n/a-n/a']	[nan]
5403	N446/80.2	['n/a-n/a']	[nan]
5404	N447/16.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5405	N447/16.2	['n/a-n/a']	[nan]
5406	N447/16.3	['n/a-n/a']	[nan]
5407	N447/16.4	['n/a-n/a']	[nan]
5408	N447/16.5	['n/a-n/a']	[nan]
5409	N447/23.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5410	N447/23.10	['n/a-n/a']	[nan]
5411	N447/23.11	['n/a-n/a']	[nan]
5412	N447/23.2	['Dec2020dropout-HC', 'n/a-n/a']	[nan, nan]
5413	N447/23.3a	['n/a-n/a']	[nan]
5414	N447/23.3b	['n/a-n/a']	[nan]
5415	N447/23.5	['n/a-n/a']	[nan]
5416	N447/23.6	['n/a-n/a']	[nan]
5417	N447/24.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5418	N447/24.2	['n/a-n/a']	[nan]
5419	N447/24.7	['n/a-n/a']	[nan]
5420	N447/24.8	['n/a-n/a', nan, nan]	[nan, nan, nan]
5421	N447/24.9	['n/a-n/a']	[nan]
5422	N447/41.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5423	N447/41.3	['n/a-n/a']	[nan]
5424	N447/47.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5425	N447/47.5	['n/a-n/a']	[nan]
5426	N448/40.1	['n/a-n/a']	[nan]
5427	N448/40.2	['n/a-n/a']	[nan]
5428	N448/40.3	['n/a-n/a']	[nan]
5429	N448/50.1	['Dec2020dropout-Both', nan]	[nan, nan]
5430	N448/50.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5431	N448/50.3	['n/a-n/a']	[nan]
5432	N448/50.5	['n/a-n/a']	[nan]
5433	N448/81.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5434	N448/81.2	['Dec2020dropout-HC']	[nan]
5435	N448/81.3	['Dec2020dropout-HC']	[nan]
5436	N448/81.4	['Dec2020dropout-HC']	[nan]
5437	N448/88.2	['n/a-n/a']	[nan]
5438	N448/88.2.1	['n/a-n/a']	[nan]
5439	N448/88.2.2	['n/a-n/a']	[nan]
5440	N448/88.2.4	['n/a-n/a']	[nan]
5441	N448/88.2.5	['n/a-n/a']	[nan]
5442	N449/22.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5443	N449/57.1	['n/a-n/a']	[nan]
5444	N449/68.1	['n/a-n/a']	[nan]
5445	N449/73.1	['n/a-n/a', nan]	[nan, nan]
5446	N44A/52.1	['n/a-n/a']	[nan]
5447	N44A/71.1	['n/a-n/a']	[nan]
5448	N45/4.1	['n/a-n/a']	[nan]
5449	N45/9.1	['n/a-n/a']	[nan]
5450	N450/12	['n/a-n/a']	[nan]
5451	N450/13	['n/a-n/a']	[nan]
5452	N450/19	['n/a-n/a']	[nan]
5453	N450/20	['n/a-n/a']	[nan]
5454	N450/34	['n/a-n/a']	[nan]
5455	N450/36	['n/a-n/a']	[nan]
5456	N450/37	['n/a-n/a']	[nan]
5457	N450/38	['n/a-n/a']	[nan]
5458	N450/39	['n/a-n/a']	[nan]
5459	N450/42	['n/a-n/a']	[nan]
5460	N450/50.1	['n/a-n/a']	[nan]
5461	N450/50.2	['n/a-n/a']	[nan]
5462	N450/50.3	['n/a-n/a']	[nan]
5463	N450/53.1	['n/a-n/a', nan]	[nan, nan]
5464	N450/53.2	['n/a-n/a']	[nan]
5465	N450/53.3	['n/a-n/a']	[nan]
5466	N450/53.4	['n/a-n/a']	[nan]
5467	N450/71	['n/a-n/a']	[nan]
5468	N450/72	['n/a-n/a']	[nan]
5469	N450/78	['n/a-n/a']	[nan]
5470	N450/79.1	['n/a-n/a']	[nan]
5471	N450/79.2	['n/a-n/a']	[nan]
5472	N450/79.3	['n/a-n/a']	[nan]
5473	N450/79.4	['n/a-n/a']	[nan]
5474	N450/79.5	['n/a-n/a']	[nan]
5475	N450/84.1	['Dec2020dropout-Both', 'Dec2020dropout-HC']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5476	N450/86	['n/a-n/a']	[nan]
5477	N450/89	['n/a-n/a']	[nan]
5478	N450/91	['n/a-n/a']	[nan]
5479	N451/20.1	['n/a-n/a']	[nan]
5480	N451/29.1	['n/a-n/a']	[nan]
5481	N451/33.1	['Dec2020dropout-Both', 'Dec2020dropout-HC']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5482	N451/73.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5483	N452/11	['n/a-n/a']	[nan]
5484	N452/12	['n/a-n/a']	[nan]
5485	N452/14	['n/a-n/a']	[nan]
5486	N452/15	['n/a-n/a']	[nan]
5487	N452/16	['n/a-n/a']	[nan]
5488	N452/20	['n/a-n/a']	[nan]
5489	N452/23	['n/a-n/a']	[nan]
5490	N452/24	['n/a-n/a']	[nan]
5491	N452/28	['n/a-n/a']	[nan]
5492	N452/30.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5493	N452/31	['n/a-n/a']	[nan]
5494	N452/33	['n/a-n/a']	[nan]
5495	N452/35	['n/a-n/a']	[nan]
5496	N452/38	['n/a-n/a']	[nan]
5497	N452/39	['n/a-n/a']	[nan]
5498	N452/4	['n/a-n/a']	[nan]
5499	N452/42.2	['n/a-n/a']	[nan]
5500	N452/42.3	['Dec2020dropout-Both']	[nan]
5501	N452/42.3.1	['n/a-n/a']	[nan]
5502	N452/42.3.2	['n/a-n/a']	[nan]
5503	N452/42.3.3	['n/a-n/a']	[nan]
5504	N452/42.3.4	['n/a-n/a']	[nan]
5505	N452/42.3.5	['n/a-n/a']	[nan]
5506	N452/42.4	['Dec2020dropout-Both']	[nan]
5507	N452/42.5	['n/a-n/a']	[nan]
5508	N452/42.6	['Dec2020dropout-Both']	[nan]
5509	N452/43	['n/a-n/a']	[nan]
5510	N452/47	['n/a-n/a']	[nan]
5511	N452/5	['n/a-n/a']	[nan]
5512	N452/54	['n/a-n/a']	[nan]
5513	N452/56	['n/a-n/a']	[nan]
5514	N452/59	['n/a-n/a']	[nan]
5515	N452/6	['n/a-n/a']	[nan]
5516	N452/64	['n/a-n/a']	[nan]
5517	N452/65	['n/a-n/a']	[nan]
5518	N452/68	['n/a-n/a']	[nan]
5519	N452/69.1	['n/a-n/a']	[nan]
5520	N452/69.10	['Dec2020dropout-HC']	[nan]
5521	N452/69.12	['Dec2020dropout-HC']	[nan]
5522	N452/69.13	['Dec2020dropout-HC']	[nan]
5523	N452/69.14	['n/a-n/a']	[nan]
5524	N452/69.3	['Dec2020dropout-Both']	[nan]
5525	N452/69.4	['n/a-n/a']	[nan]
5526	N452/69.4.3	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5527	N452/69.4.5	['n/a-n/a']	[nan]
5528	N452/69.6	['n/a-n/a']	[nan]
5529	N452/70	['n/a-n/a']	[nan]
5530	N452/73.1	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
5531	N452/73.2	['n/a-n/a']	[nan]
5532	N452/73.3	['Dec2020dropout-Both']	[nan]
5533	N452/74	['n/a-n/a']	[nan]
5534	N452/75	['n/a-n/a']	[nan]
5535	N452/77.1	['n/a-n/a']	[nan]
5536	N452/77.1.1	['n/a-n/a']	[nan]
5537	N452/77.1.2	['n/a-n/a']	[nan]
5538	N452/77.1.3	['n/a-n/a']	[nan]
5539	N452/77.1.4	['n/a-n/a']	[nan]
5540	N452/77.10	['n/a-n/a']	[nan]
5541	N452/77.11	['n/a-n/a']	[nan]
5542	N452/77.12	['n/a-n/a']	[nan]
5543	N452/77.13	['Dec2020dropout-Both']	[nan]
5544	N452/77.14	['n/a-n/a']	[nan]
5545	N452/77.16	['n/a-n/a']	[nan]
5546	N452/77.19	['n/a-n/a']	[nan]
5547	N452/77.2	['n/a-n/a']	[nan]
5548	N452/77.20	['Dec2020dropout-Both']	[nan]
5549	N452/77.3	['n/a-n/a']	[nan]
5550	N452/77.4	['Dec2020dropout-HC']	[nan]
5551	N452/77.5	['n/a-n/a']	[nan]
5552	N452/77.6	['n/a-n/a']	[nan]
5553	N452/77.7	['n/a-n/a']	[nan]
5554	N452/77.8	['Dec2020dropout-Both']	[nan]
5555	N452/77.9	['Dec2020dropout-Both']	[nan]
5556	N452/78	['n/a-n/a']	[nan]
5557	N452/79	['n/a-n/a']	[nan]
5558	N452/8	['n/a-n/a']	[nan]
5559	N452/81.1	['n/a-n/a']	[nan]
5560	N452/81.1.1	['n/a-n/a']	[nan]
5561	N452/81.1.2	['Dec2020dropout-Both']	[nan]
5562	N452/81.1.3	['n/a-n/a', 'Dec2020dropout-Both', 'Dec2020dropout-Both']	[nan, nan, nan]
5563	N452/81.1.3.2.1	['Dec2020dropout-Both']	[nan]
5564	N452/81.1.3.2.2	['n/a-n/a']	[nan]
5565	N452/81.1.3.2.4	['n/a-n/a']	[nan]
5566	N452/81.1.3.2.5	['n/a-n/a']	[nan]
5567	N452/81.1.4	['n/a-n/a']	[nan]
5568	N452/81.1.5	['n/a-n/a']	[nan]
5569	N452/81.10	['Dec2020dropout-Both']	[nan]
5570	N452/81.2	['Dec2020dropout-Both']	[nan]
5571	N452/81.4	['n/a-n/a']	[nan]
5572	N452/81.6	['n/a-n/a']	[nan]
5573	N452/81.7	['Dec2020dropout-HC']	[nan]
5574	N452/81.8	['n/a-n/a']	[nan]
5575	N452/82	['n/a-n/a']	[nan]
5576	N452/9	['n/a-n/a']	[nan]
5577	N452/91	['n/a-n/a']	[nan]
5578	N452/93	['n/a-n/a']	[nan]
5579	N452/94	['n/a-n/a']	[nan]
5580	N453/35.1	['n/a-n/a']	[nan]
5581	N453/61.1	['n/a-n/a']	[nan]
5582	N453/84.1	['n/a-n/a']	[nan]
5583	N453/96.1	['n/a-n/a']	[nan]
5584	N454/55.1	['n/a-n/a']	[nan]
5585	N454/91.1	['Dec2020dropout-Both', 'Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, nan]
5586	N455/15.1	['n/a-n/a']	[nan]
5587	N456/39.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5588	N456/92.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5589	N457/10.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5590	N457/28.1	['n/a-n/a']	[nan]
5591	N457/39.1	['n/a-n/a']	[nan]
5592	N457/79.1	['n/a-n/a']	[nan]
5593	N458/10.4.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5594	N458/2.1.1	['n/a-n/a']	[nan]
5595	N458/42.2	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5596	N458/79.1	['n/a-n/a']	[nan]
5597	N459/11.1	['n/a-n/a']	[nan]
5598	N459/13.1	['n/a-n/a']	[nan]
5599	N459/29.1	['n/a-n/a']	[nan]
5600	N459/52.1	['n/a-n/a']	[nan]
5601	N459/74.1	['n/a-n/a']	[nan]
5602	N459/74.1.1	['n/a-n/a']	[nan]
5603	N459/84.1	['n/a-n/a']	[nan]
5604	N459/84.2	['n/a-n/a']	[nan]
5605	N459/84.3	['n/a-n/a']	[nan]
5606	N459/90.1	['n/a-n/a']	[nan]
5607	N459/91.1	['n/a-n/a']	[nan]
5608	N459/94.1	['n/a-n/a']	[nan]
5609	N459/94.3	['n/a-n/a']	[nan]
5610	N45B/43.1	['n/a-n/a']	[nan]
5611	N45B/45.1	['n/a-n/a']	[nan]
5612	N45B/46.1	['n/a-n/a']	[nan]
5613	N46/23.2	['n/a-n/a']	[nan]
5614	N46/23.3	['n/a-n/a']	[nan]
5615	N46/23.4	['n/a-n/a']	[nan]
5616	N46/23.5	['n/a-n/a']	[nan]
5617	N46/30.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5618	N46/30.2	['n/a-n/a']	[nan]
5619	N46/30.3	['n/a-n/a']	[nan]
5620	N46/30.4	['n/a-n/a']	[nan]
5621	N46/30.5	['n/a-n/a']	[nan]
5622	N460/19.10.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5623	N460/2.2	['n/a-n/a']	[nan]
5624	N460/35.1	['n/a-n/a']	[nan]
5625	N460/88.1.1	['n/a-n/a']	[nan]
5626	N460/96.1	['n/a-n/a']	[nan]
5627	N461/19.2	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5628	N461/76.1	['n/a-n/a']	[nan]
5629	N462/13.1	['n/a-n/a']	[nan]
5630	N462/29.1	['n/a-n/a']	[nan]
5631	N462/48.1	['n/a-n/a']	[nan]
5632	N463/10.1	['n/a-n/a']	[nan]
5633	N463/45.1	['n/a-n/a']	[nan]
5634	N463/52.1	['n/a-n/a', nan]	[nan, nan]
5635	N464A/16.1	['Dec2020dropout-HC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5636	N464A/94.3	['n/a-n/a']	[nan]
5637	N465/11.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5638	N465/22.1	['n/a-n/a']	[nan]
5639	N465/35.1	['Dec2020dropout-HC']	[nan]
5640	N465/94.6.1	['n/a-n/a']	[nan]
5641	N466/14.1	['n/a-n/a', 'Dec2020dropout-Both', 'Dec2020dropout-Both']	[nan, nan, nan]
5642	N466/53.3	['n/a-n/a']	[nan]
5643	N466/65.1	['n/a-n/a']	[nan]
5644	N466/85.1	['n/a-n/a']	[nan]
5645	N467/1.1	['Dec2020dropout-Both']	[nan]
5646	N467/1.2	['Dec2020dropout-Both']	[nan]
5647	N467/1.3	[nan]	[nan]
5648	N467/1.5	[nan]	[nan]
5649	N467/1.6	[nan]	[nan]
5650	N467/1.7	[nan]	[nan]
5651	N467/1.8	['n/a-n/a', nan]	[nan, nan]
5652	N467/56.1	['n/a-n/a']	[nan]
5653	N467/79.1	['n/a-n/a']	[nan]
5654	N468/37.1	['n/a-n/a']	[nan]
5655	N468/37.5	[nan]	[nan]
5656	N468/39.1	['n/a-n/a']	[nan]
5657	N468/56.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5658	N469/28.6	['n/a-n/a']	[nan]
5659	N469/28.7	['n/a-n/a']	[nan]
5660	N469/28.8	['n/a-n/a']	[nan]
5661	N47/2.1.1	['n/a-n/a']	[nan]
5662	N47/21.1	['n/a-n/a']	[nan]
5663	N47/29.1	['n/a-n/a']	[nan]
5664	N470/22.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5665	N471/27.11	[nan]	[nan]
5666	N471/27.9	['n/a-n/a', 'n/a-n/a', 'Dec2020dropout-Both']	[nan, nan, 'n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)']
5667	N471/61.1	['n/a-n/a']	[nan]
5668	N472/65.1	['Dec2020dropout-Both', 'Dec2020dropout-LC']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5669	N472/88.1	['n/a-n/a', 'n/a-n/a', nan]	[nan, nan, nan]
5670	N473/27.5	['n/a-n/a']	[nan]
5671	N473/36.1	['n/a-n/a']	[nan]
5672	N473/36.3	['Dec2020dropout-Both', nan, 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, nan]
5673	N473/7.1	['n/a-n/a']	[nan]
5674	N473/77.1	['n/a-n/a']	[nan]
5675	N473/85.1	['n/a-n/a']	[nan]
5676	N474/2.1	['n/a-n/a']	[nan]
5677	N474/27.1.1	['n/a-n/a', nan]	[nan, nan]
5678	N474/59.3	['n/a-n/a']	[nan]
5679	N474/64.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5680	N474/73.2	['n/a-n/a']	[nan]
5681	N474/96.1	['n/a-n/a']	[nan]
5682	N475A/17.1	['n/a-n/a']	[nan]
5683	N475A/38.1	['n/a-n/a']	[nan]
5684	N475A/5.1	['n/a-n/a']	[nan]
5685	N476/56.1	['n/a-n/a']	[nan]
5686	N476/9.2	['n/a-n/a', 'n/a-n/a', 'n/a-n/a']	[nan, nan, nan]
5687	N477/45.1.1	['n/a-n/a']	[nan]
5688	N478/67.3	['n/a-n/a']	[nan]
5689	N479/103.1	['n/a-n/a']	[nan]
5690	N479/107.1	['n/a-n/a']	[nan]
5691	N479/107.2	['n/a-n/a']	[nan]
5692	N479/107.9	['n/a-n/a']	[nan]
5693	N479/111.1	['n/a-n/a']	[nan]
5694	N479/12.1	['n/a-n/a']	[nan]
5695	N479/12.2	['n/a-n/a']	[nan]
5696	N479/12.5	['n/a-n/a']	[nan]
5697	N479/120.1	['Dec2020dropout-LC', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5698	N479/22.3	['n/a-n/a']	[nan]
5699	N479/22.5	['n/a-n/a']	[nan]
5700	N479/22.6	['n/a-n/a']	[nan]
5701	N479/24.1	['n/a-n/a']	[nan]
5702	N479/45.1	['n/a-n/a']	[nan]
5703	N480/33.1	['n/a-n/a']	[nan]
5704	N480/51.1	['n/a-n/a']	[nan]
5705	N480/90.3	['n/a-n/a']	[nan]
5706	N481/113.1	['n/a-n/a']	[nan]
5707	N481/3.1	['n/a-n/a']	[nan]
5708	N481/33.1	['n/a-n/a']	[nan]
5709	N481/39.1	['n/a-n/a']	[nan]
5710	N481/42.1	['n/a-n/a']	[nan]
5711	N481/49.2	['n/a-n/a']	[nan]
5712	N481/56.1	['n/a-n/a']	[nan]
5713	N481/85.1	['n/a-n/a']	[nan]
5714	N481/97.1	['n/a-n/a']	[nan]
5715	N482/11.1	['n/a-n/a']	[nan]
5716	N482/28.1	['n/a-n/a']	[nan]
5717	N482/4.1	['n/a-n/a']	[nan]
5718	N482/49.1	['n/a-n/a']	[nan]
5719	N482/89.1	['n/a-n/a']	[nan]
5720	N483/108.1	['Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5721	N483/126.2	['n/a-n/a']	[nan]
5722	N483/126.3	['n/a-n/a']	[nan]
5723	N483/126.4	['n/a-n/a']	[nan]
5724	N483/26.1	['n/a-n/a']	[nan]
5725	N483/26.2	['n/a-n/a']	[nan]
5726	N483/60.1	['n/a-n/a']	[nan]
5727	N483/84.2	['n/a-n/a', nan]	[nan, nan]
5728	N483/84.3	['Dec2020dropout-Both']	[nan]
5729	N483/84.4	['n/a-n/a']	[nan]
5730	N484/67.1	['n/a-n/a']	[nan]
5731	N485/20.1	['n/a-n/a']	[nan]
5732	N485/22.4	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5733	N485/22.4.3	[nan]	[nan]
5734	N485/22.4.4	['n/a-n/a']	[nan]
5735	N485/22.4.5	['n/a-n/a']	[nan]
5736	N485/87.1	['Dec2020dropout-HC']	[nan]
5737	N486/1	['n/a-n/a']	[nan]
5738	N486/13	['n/a-n/a']	[nan]
5739	N486/15	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
5740	N486/16	['n/a-n/a']	[nan]
5741	N486/17	['n/a-n/a']	[nan]
5742	N486/18	['n/a-n/a']	[nan]
5743	N486/19	['n/a-n/a']	[nan]
5744	N486/2	['n/a-n/a']	[nan]
5745	N486/22	['n/a-n/a']	[nan]
5746	N486/23	['n/a-n/a']	[nan]
5747	N486/24.1	['n/a-n/a']	[nan]
5748	N486/24.1.1	['n/a-n/a']	[nan]
5749	N486/24.1.2	['Dec2020dropout-Both']	[nan]
5750	N486/24.1.3	['Dec2020dropout-Both']	[nan]
5751	N486/24.1.4	['n/a-n/a']	[nan]
5752	N486/24.2	['n/a-n/a']	[nan]
5753	N486/25.1	['n/a-n/a']	[nan]
5754	N486/25.2	['n/a-n/a']	[nan]
5755	N486/25.3	['n/a-n/a']	[nan]
5756	N486/25.4	['n/a-n/a']	[nan]
5757	N486/25.5	['n/a-n/a']	[nan]
5758	N486/26	['n/a-n/a']	[nan]
5759	N486/28	['n/a-n/a']	[nan]
5760	N486/29	['n/a-n/a']	[nan]
5761	N486/3	['n/a-n/a']	[nan]
5762	N486/30	['n/a-n/a']	[nan]
5763	N486/31	['n/a-n/a']	[nan]
5764	N486/32.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5765	N486/32.1C	['n/a-n/a']	[nan]
5766	N486/32.2	['n/a-n/a']	[nan]
5767	N486/32.3	['n/a-n/a']	[nan]
5768	N486/32.4	['n/a-n/a']	[nan]
5769	N486/32.5	['n/a-n/a']	[nan]
5770	N486/33	['n/a-n/a']	[nan]
5771	N486/34	['n/a-n/a']	[nan]
5772	N486/36	['n/a-n/a']	[nan]
5773	N486/37	['n/a-n/a']	[nan]
5774	N486/38	['n/a-n/a']	[nan]
5775	N486/39	['n/a-n/a']	[nan]
5776	N486/4	['n/a-n/a']	[nan]
5777	N486/40.1	['Dec2020dropout-Both']	[nan]
5778	N486/40.2	['n/a-n/a']	[nan]
5779	N486/41	['n/a-n/a']	[nan]
5780	N486/42	['n/a-n/a']	[nan]
5781	N486/43	['n/a-n/a']	[nan]
5782	N486/44	['n/a-n/a']	[nan]
5783	N486/45	['n/a-n/a']	[nan]
5784	N486/46	['n/a-n/a']	[nan]
5785	N486/47	['n/a-n/a']	[nan]
5786	N486/48	['n/a-n/a']	[nan]
5787	N486/49	['n/a-n/a']	[nan]
5788	N486/5	['n/a-n/a']	[nan]
5789	N486/50	['n/a-n/a']	[nan]
5790	N486/51	['n/a-n/a']	[nan]
5791	N486/52	['n/a-n/a']	[nan]
5792	N486/53	['n/a-n/a']	[nan]
5793	N486/54	['n/a-n/a']	[nan]
5794	N486/55	['n/a-n/a']	[nan]
5795	N486/56	['n/a-n/a']	[nan]
5796	N486/58	['n/a-n/a']	[nan]
5797	N486/59	['n/a-n/a']	[nan]
5798	N486/6	['n/a-n/a']	[nan]
5799	N486/60	['n/a-n/a']	[nan]
5800	N486/61	['n/a-n/a']	[nan]
5801	N486/62	['n/a-n/a']	[nan]
5802	N486/63	['n/a-n/a']	[nan]
5803	N486/64	['n/a-n/a']	[nan]
5804	N486/65	['n/a-n/a']	[nan]
5805	N486/66	['n/a-n/a']	[nan]
5806	N486/67	['n/a-n/a']	[nan]
5807	N486/68	['n/a-n/a']	[nan]
5808	N486/69	['n/a-n/a']	[nan]
5809	N486/7	['n/a-n/a']	[nan]
5810	N486/70	['n/a-n/a']	[nan]
5811	N486/72	['n/a-n/a']	[nan]
5812	N486/74	['n/a-n/a']	[nan]
5813	N486/75	['n/a-n/a']	[nan]
5814	N486/76.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5815	N486/76.2	['n/a-n/a']	[nan]
5816	N486/76.3	['n/a-n/a']	[nan]
5817	N486/76.4	['n/a-n/a']	[nan]
5818	N486/76.5	['n/a-n/a']	[nan]
5819	N486/77	['n/a-n/a']	[nan]
5820	N486/78.1	['n/a-n/a']	[nan]
5821	N486/78.2	['n/a-n/a']	[nan]
5822	N486/78.3	['n/a-n/a']	[nan]
5823	N486/78.4	['Dec2020dropout-Both']	[nan]
5824	N486/78.5	['Dec2020dropout-HC']	[nan]
5825	N486/79	['n/a-n/a']	[nan]
5826	N486/8	['n/a-n/a']	[nan]
5827	N486/80	['n/a-n/a']	[nan]
5828	N486/81	['n/a-n/a']	[nan]
5829	N486/82	['n/a-n/a']	[nan]
5830	N486/83	['n/a-n/a']	[nan]
5831	N486/84	['n/a-n/a']	[nan]
5832	N486/86	['n/a-n/a']	[nan]
5833	N486/87	['n/a-n/a']	[nan]
5834	N486/88	['n/a-n/a']	[nan]
5835	N486/89	['n/a-n/a']	[nan]
5836	N486/9	['n/a-n/a']	[nan]
5837	N486/90	['Dec2020dropout-Both']	['n/a, Category 4 parent so skip for now']
5838	N486/93.1	['n/a-n/a']	[nan]
5839	N486/93.2	['n/a-n/a']	[nan]
5840	N486/93.3	['n/a-n/a']	[nan]
5841	N486/94	['n/a-n/a']	[nan]
5842	N486/95	['n/a-n/a']	[nan]
5843	N486/96	['n/a-n/a']	[nan]
5844	N487/83.1	['n/a-n/a']	[nan]
5845	N487/84.1	['n/a-n/a']	[nan]
5846	N488/25.3	['n/a-n/a']	[nan]
5847	N488/58.1	['Dec2020dropout-Both', 'Dec2020dropout-Both']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan]
5848	N488/94.1	['n/a-n/a']	[nan]
5849	N489/20.2	['n/a-n/a']	[nan]
5850	N489/31.1	['n/a-n/a']	[nan]
5851	N489/5.1	['n/a-n/a']	[nan]
5852	N489/89.1	['n/a-n/a']	[nan]
5853	N489/9.1	['n/a-n/a']	[nan]
5854	N489/94.1	['Dec2020dropout-HC']	[nan]
5855	N490/24.2	['n/a-n/a']	[nan]
5856	N490/24.3	['n/a-n/a']	[nan]
5857	N490/24.4	['n/a-n/a']	[nan]
5858	N491/13.1	['n/a-n/a']	[nan]
5859	N491/22.3	['n/a-n/a']	[nan]
5860	N491/24.1	['n/a-n/a']	[nan]
5861	N49A/2.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5862	N49A/2.2	['n/a-n/a']	[nan]
5863	N49A/2.3	['n/a-n/a']	[nan]
5864	N49A/21.1	['n/a-n/a', 'n/a-n/a']	[nan, nan]
5865	N49A/21.3	['n/a-n/a']	[nan]
5866	N49A/21.4	['n/a-n/a']	[nan]
5867	N49A/4.2	['Dec2020dropout-Both', 'Dec2020dropout-Both', 'n/a-n/a']	['n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)', nan, nan]
