,stars-mean,stars-mean,stars-max,stars-max,stars-min,stars-min,stars-std,stars-std,stars-count,stars-count
chain-,Heavy,Light,Heavy,Light,Heavy,Light,Heavy,Light,Heavy,Light
entry__mabid-,,,,,,,,,,
K57/27,4.976416536420999,4.900380389788364,4.992414664981037,4.942830797602582,4.96,4.85792499315631,0.01060185245135701,0.02586519189133929,7.0,7.0
K57/41,,4.364691738956163,,4.925327951564077,,1.260048217621992,,1.369782132756258,,7.0
K57/47,,4.904915062612469,,4.923716661887009,,4.860075344045514,,0.02359477132596873,,6.0
K57/48,4.978127444983088,4.796489091846492,5.0,4.864845434938893,4.968194574368569,4.705226071638285,0.01128264244134207,0.05771529141032991,6.0,5.0
K58/35,,4.179053003443508,,4.184147146437552,,4.174690347184123,,0.004770646461659664,,3.0
K58/35R,,2.0,,2.0,,2.0,,,,1.0
K59/11,3.516062719223961,3.473934263277289,3.5200523020921386,3.4795256072367486,3.5120731363557836,3.4683429193178297,0.0056421222003880025,0.007907354459360482,2.0,2.0
K59/14,3.086156948407124,3.1211837836028717,3.086156948407124,3.1211837836028717,3.086156948407124,3.1211837836028717,,,1.0,1.0
K59/19,3.150040014491003,3.0964389662798215,3.150040014491003,3.0964389662798215,3.150040014491003,3.0964389662798215,,,1.0,1.0
K59/22,,1.8096374966239956,,1.962164847406436,,1.6571101458415556,,0.21570624810936534,,2.0
K60/1,4.623798955029755,4.656444967944702,4.681278135433742,4.674032193585082,4.466545285648694,4.622093979930184,0.10489893900755722,0.02334269734313812,4.0,4.0
K60/35,4.151559527346398,2.0586631529854413,4.314285075687351,3.1032163457740367,4.064782355111796,0.8284362226504982,0.1410284324827611,1.1487002240577424,3.0,3.0
K60/41,3.625896165861974,3.739540715920794,4.507853530700645,4.815860215053764,3.089210522666022,1.945946549557506,0.6077834360490235,0.8006175671305713,7.0,12.0
K60/73,4.880691764331414,3.915270148842994,4.997439180537772,4.91016713091922,4.678181281369944,0.20094152019899564,0.1140859331831719,1.4814758935633716,7.0,10.0
K60/87,4.2206876611980535,4.206999731513023,4.310774244829357,4.307339575898639,4.0513092212587045,4.003704148319764,0.12113359101734247,0.13588006464940347,6.0,6.0
K63/35,3.1467978555546177,3.0478000170262387,3.1467978555546177,3.0478000170262387,3.1467978555546177,3.0478000170262387,,,1.0,1.0
K63/39,3.1405709138960045,3.0473739616240896,3.1405709138960045,3.0473739616240896,3.1405709138960045,3.0473739616240896,,,1.0,1.0
K64/15,4.296428616205457,3.9307255979331353,4.30387983453526,4.082714385649953,4.289628954133893,3.852281226968893,0.0071477473529603704,0.13164895017257097,3.0,3.0
K64/15R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K64/21,2.1874747845733076,3.6926154226004737,2.1874747845733076,4.287690659563238,2.1874747845733076,2.0804084702226557,,1.0757740137253202,1.0,4.0
K64/23,3.153145523260333,3.106805886206667,3.153145523260333,3.106805886206667,3.153145523260333,3.106805886206667,,,1.0,1.0
K64/29,,3.0634502460520716,,3.0634502460520716,,3.0634502460520716,,,,1.0
K64/35,,3.1136164734990217,,3.1136164734990217,,3.1136164734990217,,,,1.0
K65/11,,4.910656722353416,,4.971870604781997,,4.751412429378531,,0.07979313753963829,,6.0
K65/31,4.053312627463186,4.0915107277062015,4.209238023316896,4.272644338315599,3.9713407014530286,3.9612944772020113,0.13509485820683947,0.1617996204381366,3.0,3.0
K65/35,4.919711731255964,4.884306042848293,4.955773955773956,4.9753086419753085,4.875,4.533039647577093,0.04030422620985101,0.17366694614937542,6.0,6.0
K65/36,4.2606493593250025,4.110975088470854,4.988505747126437,4.969453376205788,3.1934945788156797,2.891948504156302,0.7192988650224228,0.8851534527907827,14.0,14.0
K65A/2,4.968183096481446,4.959586716588749,4.981052631578947,4.974405250205086,4.9512170740240915,4.930361305361306,0.010230326640285345,0.019797106894998445,6.0,6.0
K65A/30,3.1271038762490795,4.585771547903994,3.1271038762490795,4.976247030878859,3.1271038762490795,3.1187073150637854,,0.7244862564669472,1.0,6.0
K65A/41,3.49574966401412,3.2118696358628345,3.5156611626729015,3.2287202379536115,3.4758381653553387,3.195019033772058,0.028159111450422332,0.02383035001092886,2.0,2.0
K65A/43,4.896798514036886,4.822447949019374,4.993563487419544,4.955742887249737,4.80989090863332,4.652021178205409,0.08864062873939275,0.12103471235789445,5.0,5.0
K66/27,4.974776950805796,4.938420995470164,4.993817619783616,4.956550362080316,4.936507936507937,4.891866255631966,0.021232997740328365,0.024412078462969028,6.0,6.0
K66/29,,4.147650909625575,,4.558130243707551,,2.4852996006598893,,0.8178810477920554,,6.0
K66/38,,4.323302258821555,,4.430593786865907,,4.1071019473081325,,0.11424914204679579,,6.0
K66/38R,,2.0,,2.0,,2.0,,,,1.0
K66/59,4.615798005383147,4.624517045305787,4.968253968253968,4.946953999171156,3.7906976744186047,4.167832167832168,0.44875784372796634,0.2938350292268706,6.0,6.0
K67/11,4.986571785770989,4.958300526675328,4.992268041237113,4.978961209730441,4.9702999126468015,4.908917045182883,0.008306537525294568,0.02505953797015071,6.0,6.0
K67/21,,4.635261840139208,,4.752928647497337,,4.428884454045772,,0.1287484921865622,,5.0
K67/25,4.966151522212226,4.945900240943395,4.981395348837209,4.969494756911344,4.924812030075188,4.886792452830189,0.020607556244699534,0.03332002301704102,6.0,6.0
K68/66,2.579913260413302,1.6907410210591562,2.579913260413302,1.6907410210591562,2.579913260413302,1.6907410210591562,,,1.0,1.0
K68/86,,3.029649330794534,,3.029649330794534,,3.029649330794534,,,,1.0
K68/9,3.4816879676234684,3.1507302588009045,3.486893459531088,3.7963023919876733,3.4764824757158492,2.7457024834641164,0.00736167725457895,0.4370390112837504,2.0,10.0
K69/3,4.830686837376563,3.8119208431031244,4.974683544303797,4.655081658100667,4.631637967016544,3.0635983263598328,0.15831577286520954,0.4681238551076817,10.0,22.0
K69/33,4.964566925191584,4.909659860903113,4.9796178343949045,4.93436645396536,4.947794779477948,4.885467980295567,0.012567171657996966,0.020549001812528035,5.0,5.0
K7/25,,3.4974019433372674,,3.67806729406941,,3.1421535137281644,,0.3076691950171976,,3.0
K7/45,4.858026732422981,4.146085544676025,4.944979199475496,4.573812209724039,4.733404353416082,2.8735299028443793,0.09755378980311975,0.7157615159448827,5.0,5.0
K7/45R,,2.0,,2.0,,2.0,,,,1.0
K72/2,4.672421781355933,4.479190767550001,4.677234272119891,4.523570002988827,4.668380916623571,4.438480462680891,0.003747439950308868,0.03705650687938624,4.0,4.0
K72/8,4.290382203202689,4.114807133740271,4.308273877849748,4.140565157700925,4.26988088835107,4.099874782715648,0.019329073365253708,0.022401407321840892,3.0,3.0
K72/8R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K73/20,4.479648498267246,4.4779817514133295,4.997953964194373,4.9120418848167535,0.3062135971550474,0.2931192274717392,1.3541707678393347,1.2619548538258263,13.0,13.0
K74/53,4.96229508818655,4.960008025865211,4.965616045845272,4.981395348837209,4.955555555555556,4.8914675179018205,0.0037186675730211077,0.03401887845405847,6.0,6.0
K74/71,4.542011665973225,4.479491091380199,4.993026941362916,4.969855832241153,1.71465582619473,2.044464183838169,1.0764448940639135,0.9832831334834311,9.0,9.0
K74/71R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K75/18,4.970429066009878,4.937816281161811,4.9815950920245395,4.960640732265446,4.944845142129826,4.864492989892403,0.014009247874063454,0.0369025538988788,6.0,6.0
K75/30,4.380169710744135,4.33299929942614,4.97352587244284,4.956483899042646,2.552497001358135,2.0135449766959104,0.9702851036543714,1.1059125361442408,7.0,7.0
K75/36,4.597131871306895,4.589285756126314,4.971608832807571,4.966416791604198,3.1497529207213066,3.1303492815022302,0.7138410325810015,0.7208923052005919,6.0,6.0
K75/41,3.893827746403662,4.3119770097100245,4.29655036941881,4.4242846562991165,3.160558421703625,4.195779681560697,0.5015134909754064,0.09882271402594277,4.0,4.0
K75/41R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K77/117,,3.8311090101993748,,3.8782215017496857,,3.801141493621725,,0.041301265578206,,3.0
K77/131,,2.471429605620229,,2.471429605620229,,2.471429605620229,,,,1.0
K77/236,,3.04940501477557,,3.04940501477557,,3.04940501477557,,,,1.0
K78/11,,2.8571130086691703,,2.8571130086691703,,2.8571130086691703,,,,1.0
K78/23,3.1442564054016087,3.0987783169915826,3.1442564054016087,3.0987783169915826,3.1442564054016087,3.0987783169915826,,,1.0,1.0
K78/29,4.294658313495077,3.2155358956591447,4.30462879724072,3.9104123103651958,4.277638582537684,2.561422687208451,0.014811712835397018,0.6091785095462388,3.0,6.0
K78/37,,3.0981731006027076,,3.0981731006027076,,3.0981731006027076,,,,1.0
K78/47,3.1171056912279935,3.1068334933368624,3.1171056912279935,3.1068334933368624,3.1171056912279935,3.1068334933368624,,,1.0,1.0
K78/48,,2.421053858470248,,2.421053858470248,,2.421053858470248,,,,1.0
K8/1,3.1452516019687606,2.513721170112509,3.1452516019687606,2.513721170112509,3.1452516019687606,2.513721170112509,,,1.0,1.0
K81/15,2.6626961062330383,2.422103101558207,2.6626961062330383,2.422103101558207,2.6626961062330383,2.422103101558207,,,1.0,1.0
K82/36,,3.2851889841007527,,3.3183853252118136,,3.249903004759573,,0.03428894857793739,,3.0
K82/38,1.3684387378661365,2.2306547545455064,1.4481139258235198,3.6744553271506377,1.2887635499087529,0.5535535442294474,0.1126777313939573,1.5111407482492483,2.0,5.0
K87A/10,4.983590108920699,4.921093010829325,4.994791666666667,4.9702166064981945,4.967545638945233,4.6273092369477915,0.00907575031334545,0.09309859573905378,12.0,12.0
K88/26,4.652201221558126,4.272194121242009,4.680285320694857,4.341748680424972,4.620659131037708,4.22976505224554,0.025050058497291982,0.05340418290794381,4.0,4.0
K88/64,3.519819056392466,2.978491884969946,4.310080185937798,3.9363703585329417,2.415163708511746,1.4997755192891975,0.9421621583156742,1.1584792427822175,4.0,4.0
K88/70,4.674406842809547,4.200045385440741,4.689635499079496,4.265354674038335,4.650997980525493,4.135664985477838,0.01688797274061356,0.05696739372706372,4.0,4.0
K89/19,,3.9425579928884185,,3.9933413010073417,,3.88221037324285,,0.047148232805789225,,5.0
K89/34,4.953241106628105,4.871527895345348,4.958967266021208,4.888234405678901,4.9405976676384835,4.822051327908433,0.006623329182668244,0.024567486332455892,6.0,6.0
K89/34R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K89/41,4.939207796771137,4.304600841884258,4.958875367184222,4.922580645161291,4.923306031273269,0.29879418658696116,0.013441696764576858,1.6187852071839977,7.0,8.0
K9/40,3.5761153440109053,4.1677350018020345,3.8286888901243326,4.341792028641193,3.1382643440998126,4.068995925330194,0.3806800685649311,0.12753860942962766,3.0,4.0
K9/40R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K9/62,3.1551748416228707,2.218899813965855,3.1551748416228707,2.3885245801793675,3.1551748416228707,2.049275047752343,,0.23988564489351463,1.0,2.0
K9/66,3.123175244133531,1.9936823642581665,3.123175244133531,2.6093179392014463,3.123175244133531,0.5246848838179168,,0.9946387807303092,1.0,4.0
K9/68,3.7212734215737004,1.3822667982675312,3.748143432789956,1.4510350553269276,3.6944034103574444,1.313498541208135,0.03799993428314608,0.0972530017941576,2.0,2.0
K9/80,2.7034568073797853,1.7452951760704927,3.040558421703625,2.4221711328794697,2.4325955105096475,0.7622164899260838,0.3093469897851592,0.7070100661384718,3.0,5.0
K90/28,3.0569755627415227,2.6652768316021835,3.5196227142858287,3.479022388633121,2.149471391886868,1.1875576180520508,0.7859720015943131,1.0622255669542018,3.0,4.0
K90/53,2.401267895398789,2.385272779333958,2.4715550880077752,2.528120629359635,2.330980702789803,2.2424249293082803,0.09940110104875809,0.20201736686215063,2.0,2.0
K90/6,2.447776960026129,3.7344976352621995,2.447776960026129,4.144046659310795,2.447776960026129,2.578747838595457,,0.7707498963389966,1.0,4.0
K90A/16,3.8253320119276233,3.7195167662663002,3.8294165156397337,3.7394415782963755,3.821247508215513,3.699591954236225,0.005776360545229841,0.028177939400667,2.0,2.0
K91/2,3.3570059188578183,3.2202417907200678,3.3619008380714246,3.23306064192628,3.3521109996442124,3.207422939513855,0.006922461138602513,0.018128593229868442,2.0,2.0
K91/20,3.23542037423465,4.032736470041993,3.6014083040765357,4.057282577178118,2.507341262690916,4.010186493119764,0.6305380168247205,0.02361141006549586,3.0,3.0
K91/21,2.8277535624925014,3.505657310691518,3.148094774009399,3.538324221793923,2.5074123509756037,3.4729903995891127,0.45303088591422513,0.04619798872185745,2.0,2.0
K91/36,2.7404126307528016,3.2043249286786186,2.9978527544275737,4.014210136019183,2.5398693644955257,2.65459337645713,0.23423307975476637,0.6974223635100623,3.0,5.0
K91/36R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
K92/24,3.1404887923773908,3.0457869020436883,3.1404887923773908,3.0457869020436883,3.1404887923773908,3.0457869020436883,,,1.0,1.0
K92/33,2.9593933731599353,2.871030228377963,2.9593933731599353,2.871030228377963,2.9593933731599353,2.871030228377963,,,1.0,1.0
K93X/1,,1.4022366680036462,,2.491058893847156,,0.4729397139559083,,1.0184731171304262,,3.0
