,stars-mean,stars-mean,stars-max,stars-max,stars-min,stars-min,stars-std,stars-std,stars-count,stars-count
chain-,Heavy,Light,Heavy,Light,Heavy,Light,Heavy,Light,Heavy,Light
entry__mabid-,,,,,,,,,,
L38/3,4.2838906544382125,4.190618942174074,4.303320233237757,4.203400884402857,4.268942930363771,4.177986229359245,0.017621435939081324,0.012707984687193254,3.0,3.0
L39/15,,4.569123135771019,,4.602851064402221,,4.5463155987094535,,0.024819905566746254,,4.0
L4/25,,3.4728036247754384,,3.6493656082093096,,3.274721575312148,,0.170730262625097,,8.0
L4/6,4.6408060782285006,3.6224585712721384,4.6724780122334435,4.197411776540353,4.604064191027275,3.0572332051117814,0.030646600424869726,0.5568214822930415,4.0,8.0
L42/17,3.4805241448002326,4.18766868285745,3.7027673186152823,4.231259630211779,3.0361219924881153,4.127786324200833,0.3848635557011661,0.05362591561804781,3.0,3.0
L42/17R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L43/40,4.009610967736839,4.522146191628558,4.304913139703546,4.605689119559621,3.1494101496857874,4.314877090003868,0.5734999436471102,0.13865233076777317,4.0,4.0
L43/40R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L43/6,3.0990672610579675,3.084419732290234,3.0990672610579675,3.098658636537911,3.0990672610579675,3.06881530243757,,0.014968454919915948,1.0,3.0
L45/1,3.901714935475338,2.9150310065192038,4.288009243708228,3.110602500457665,2.7828494433754516,2.7738645402258153,0.7460953594662204,0.17483719209616874,4.0,3.0
L45/30,,4.575106062760183,,4.632935452302792,,4.545420827901566,,0.03924932925646563,,4.0
L46/39,4.654038884389307,4.527738627379723,4.69014183688405,4.568250991673047,4.636203583412995,4.505568834129229,0.024989485317790504,0.028582220179011606,4.0,4.0
L46/41,4.664144849267789,4.582418036754934,4.67582411420269,4.668797132052421,4.642804421728992,4.527647145725773,0.014612002101376868,0.060578680747654524,4.0,4.0
L46/45,4.60520782690638,4.541714352138415,4.633686693483875,4.58060391473486,4.587908279295758,4.5168789308719655,0.02160117616968327,0.02734162039509233,4.0,4.0
L47/41,3.149189816544027,1.9379641702017254,3.149189816544027,1.9379641702017254,3.149189816544027,1.9379641702017254,,,1.0,1.0
L48A/29,,4.876202210007284,,4.9558247239045246,,4.7522265740392005,,0.09630578724084923,,5.0
L48A/31,,4.844082247983869,,4.934601664684899,,4.6730458481657084,,0.1172419906612708,,5.0
L48A/9,,4.725114943186079,,4.819829148330314,,4.616650532429816,,0.08119073980550477,,6.0
L49/20,1.939622641509434,1.7940959409594095,1.939622641509434,1.7940959409594095,1.939622641509434,1.7940959409594095,,,1.0,1.0
L5/1,4.680768808749823,4.035743946083481,4.683153387080351,4.16767438158237,4.676407931505266,3.92681511637458,0.003118126715372791,0.11805358079708447,4.0,4.0
L5/1R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L51/57,3.7385326819593514,3.5609730507370396,4.2917050787013675,3.7207636944961253,2.218310273149088,3.3201497254188546,1.0146860610578547,0.21224422174809593,4.0,3.0
L51/73,4.000313344860789,3.841680805084957,4.291937512100258,4.176503382269512,3.134876872908682,2.943553345561493,0.5769668353793697,0.5995062692275012,4.0,4.0
L51/74,3.5134828762314787,3.579206257444072,3.5208575074999153,4.592291275391711,3.506108244963042,1.9930415782963755,0.010429303557323778,1.0794494014016753,2.0,7.0
L51/80,4.219453425661273,3.9125530951625804,4.644435389095898,4.656131446587226,2.973993985399256,2.28443901871855,0.8303396366388669,1.0440949796830503,4.0,5.0
L51/82,3.8795833131011612,3.8774140265535335,4.640385379024825,4.628066538445115,2.3480007116389894,2.0900685770202316,0.9996600042747693,1.0721325039654972,5.0,5.0
L51/82R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L52/29,,2.7854453830585006,,2.829538932965799,,2.741351833151202,,0.0623576962920765,,2.0
L52A/9,,1.8587461857041698,,1.8587461857041698,,1.8587461857041698,,,,1.0
L55/10,4.014119830219869,3.9026944088494937,4.023876360534554,3.9710819124540144,4.002409792034042,3.8603942396527287,0.010865796590620681,0.059777520774264944,3.0,3.0
L55/11,3.4292935867530354,2.805954058876315,3.7464183224824223,3.6391981212056876,3.1121688510236485,1.9465626981989927,0.44848210223248264,0.9482109752511089,2.0,4.0
L55/25,4.286792734842798,4.237055901164239,4.313372409718963,4.268551136273332,4.268675021053923,4.194942346762954,0.023519518010590924,0.03793580105571765,3.0,3.0
L55/3,3.3402796381565163,3.2767333507074,3.3490135779557413,3.2982901960822653,3.3315456983572913,3.2551765053325354,0.012351656117014125,0.030485983091113836,2.0,2.0
L55/54,4.01966312269851,3.880301085459514,4.024869915718512,3.986213457522772,4.016136649265431,3.7985313708824284,0.004602726493153804,0.09614204254273637,3.0,3.0
L55/6,3.148102019112693,2.114923085718697,3.148102019112693,2.6983436425535308,3.148102019112693,1.5315025288838633,,0.825081264043085,1.0,2.0
L57/23,4.921972981984493,4.935978325886869,4.951401869158879,4.958316633266533,4.823529411764706,4.859337105901375,0.04984850682559385,0.03788782258295378,6.0,6.0
L57/46,4.28795113821226,4.741698709228183,4.673953984332561,4.836041358936485,3.160558421703625,4.578212216693027,0.6370666825710967,0.10882967659363481,5.0,5.0
L57/47,4.852629898265133,3.931808947620167,4.934572490706319,4.956678700361011,4.615783623564283,2.113176681570964,0.12505140183120164,1.1198377645187898,6.0,9.0
L57/9,4.988610481233322,3.978666717511853,4.992630803242447,4.210619469026549,4.97610248829761,3.7398230088495574,0.006175846330530419,0.15648844872184609,6.0,12.0
L58A/1,3.146012212135594,3.720201599923007,3.152944208505655,3.822449224855424,3.1390802157655324,3.6179539749905905,0.009803323280861849,0.1445999778998611,2.0,2.0
L58A/13,3.80507761081273,3.7412606959183363,3.8244449866126673,3.806865072866958,3.785710235012793,3.6756563189697147,0.027389605523847334,0.09277859963177758,2.0,2.0
L58A/18,4.65686110739912,4.629598189712942,4.694733205111781,4.688066538445115,4.637939311982011,4.606600091196989,0.025637784628903617,0.03907901642573871,4.0,4.0
L58A/6,4.671082131344886,4.598408806832412,4.681034574974795,4.6607388708341615,4.656271666650243,4.570780106284311,0.010571979760488726,0.04241075329086872,4.0,4.0
L6/2,4.665339764504213,3.4659653162422575,4.683674753295036,3.883682197049729,4.655772166150743,2.314925885458269,0.012486289614304138,0.7678828632607884,4.0,4.0
L6/23,4.8274190334057945,3.885984515750866,4.935744546819123,4.7773781908526605,4.6097930545919175,0.9192882850023754,0.14074792647057183,1.471663683719515,5.0,6.0
L6/23R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L6/25,4.658065157296917,4.303020834093132,4.685349040888908,4.401276795989846,4.643660682129147,4.256520581892159,0.01857564543559598,0.06655518077987212,4.0,4.0
L6/43,3.996983968519988,3.160139811362771,4.010300145642332,3.9082739420322836,3.97329685702967,1.9624603058131163,0.020566430214954905,0.9801814858659892,3.0,5.0
L6/47,2.947860339698442,2.8463672805328355,3.278430306560427,3.2037756578419,2.223031849359056,1.9797429642548043,0.48737777370890994,0.5799218958857653,4.0,4.0
L6/48,4.275579129690109,4.2206003302957456,4.31402464482569,4.279879730005187,4.25525637829097,4.176176095914086,0.0333129586191188,0.05342394485258523,3.0,3.0
L6/54,3.1568920605670527,2.870209678800137,3.1568920605670527,2.870209678800137,3.1568920605670527,2.870209678800137,,,1.0,1.0
L6/55,4.495057541072248,3.6637499093354022,4.691714337187253,4.641115871288792,4.318113263297446,2.0856679933907154,0.1780538566034666,1.1967903168335565,4.0,6.0
L6/60,4.458010575992819,3.5703497463370213,4.478734660775172,4.350307986898223,4.436536880401724,0.5337844462523137,0.018221471283518465,1.6975732278287425,4.0,5.0
L6/67,4.603150835636158,4.2985093733847926,4.6918637646526715,4.3718801012826525,4.566616595982515,4.248853497927751,0.059672485078104465,0.05484198516998697,4.0,4.0
L60/14,4.563152504820071,3.9172192882362524,4.583635546692414,4.045683382104178,4.536351483954632,3.7011984531102824,0.021070116991305805,0.151311718962146,4.0,4.0
L60/2,4.618813274614792,4.570258053811555,4.65075674181045,4.588246515947927,4.600615558052958,4.556802170629023,0.021965878227369756,0.013125003886064645,4.0,4.0
L60/4,4.2916396988291305,4.173797673926175,4.305452906062999,4.186550844434471,4.268485264459881,4.165088474612923,0.020176608355226985,0.011288206538639054,3.0,3.0
L60/4R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L61/14,4.669597459361377,4.892616156597978,4.6751479516555605,4.966442953020135,4.659752881543788,4.856801909307876,0.0069578846696085345,0.044106575133071965,4.0,5.0
L61/14R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L61C/25,,4.403143130721567,,4.490890264426736,,4.35189468466205,,0.060841700396430644,,4.0
L61C/30,4.414405435065537,4.261464049802066,4.949072075960293,4.97233523189585,2.0844149911382717,1.24805582358794,1.1430882363274761,1.479392198207733,6.0,6.0
L61C/7,4.676376084428545,4.593978419023036,4.689758080733672,4.675655303680939,4.665141368377087,4.3996512378986665,0.0105343434249676,0.1303031211336195,4.0,4.0
L62/1,2.2527845253846723,1.4582536817264895,2.2527845253846723,1.4582536817264895,2.2527845253846723,1.4582536817264895,,,1.0,1.0
L62/29,4.00025312957589,4.571012038367189,4.308148543695434,4.605599884421473,3.098702751600532,4.501184818015007,0.6010627214266725,0.047261425611076165,4.0,4.0
L63/22,3.70420203321723,3.6458672865400934,3.748150917226071,3.6515481158266416,3.6602531492083887,3.640186457253545,0.062153107816465145,0.008033905822562777,2.0,2.0
L63/30,0.4378228998092228,2.7906564948540207,0.4378228998092228,3.585606152912833,0.4378228998092228,1.300028435650626,,1.2918756533721394,1.0,3.0
L63/35,2.1222041678681993,1.4678577534813904,2.5664161622893986,2.1091915402827643,1.6779921734469998,0.43760181143009547,0.6282106270792619,0.9011095313748585,2.0,3.0
L63/48,,3.0965161185308867,,3.0965161185308867,,3.0965161185308867,,,,1.0
L64/1,3.115250978337929,2.447760372613762,3.115250978337929,2.447760372613762,3.115250978337929,2.447760372613762,,,1.0,1.0
L64/17,3.160558421703625,2.3622722800362475,3.160558421703625,2.3622722800362475,3.160558421703625,2.3622722800362475,,,1.0,1.0
L64/32,3.140189230105916,3.0828757357260077,3.140189230105916,3.0828757357260077,3.140189230105916,3.0828757357260077,,,1.0,1.0
L64/4,3.1543291049818025,2.465081554621093,3.1543291049818025,2.465081554621093,3.1543291049818025,2.465081554621093,,,1.0,1.0
L66/9,4.286019652283426,4.247138326255569,4.308579529974414,4.280958076188011,4.2721372515705145,4.220148139979529,0.019709994136113705,0.030974897743535786,3.0,3.0
L67/53,2.6026368222819,3.702004605242022,2.6026368222819,4.5873924848901755,2.6026368222819,0.5152799207085822,,1.7828419133670297,1.0,5.0
L68/1,4.287231194150019,4.185283762838111,4.308646071778255,4.247452018361209,4.260916174510928,4.120203601398117,0.02423931346144727,0.06367416510606824,3.0,3.0
L68/4,,4.199386011167135,,4.2955794262422256,,4.113073741617756,,0.09165319965902342,,3.0
L69/42,2.3690424736095306,3.4786476932084467,2.3690424736095306,4.071290651665606,2.3690424736095306,1.9182034619082753,,1.0415837944336495,1.0,4.0
L69/45,2.3918092866911476,1.6995268250139905,2.3918092866911476,1.8787330916989025,2.3918092866911476,1.5203205583290786,,0.25343593280805216,1.0,2.0
L69/47,,0.5707841760019635,,0.5707841760019635,,0.5707841760019635,,,,1.0
L7/1,,4.573884430579122,,4.612694370160325,,4.535441169713551,,0.0356096678504507,,4.0
L7/2,,3.0275739002298945,,3.0275739002298945,,3.0275739002298945,,,,1.0
L7/3,4.248110096092201,3.221603322869937,4.3078937029113815,3.8904842129965944,4.18198640862464,2.0980314704315246,0.06319263529576084,0.8280209948616116,3.0,4.0
L7/4,,3.3875918046704534,,3.465106471913397,,3.31007713742751,,0.10962229369780808,,2.0
L7/5,,2.3889268327024933,,3.175536342414188,,1.447337751905505,,0.8703765792872494,,4.0
L7/8,2.9784218192517855,2.780571553041356,2.9784218192517855,3.6058987053103753,2.9784218192517855,0.687074412234359,,1.40707012894577,1.0,4.0
L70A/1,,4.024261700128849,,4.278437611308961,,3.755144676382088,,0.23996506183330385,,4.0
L70A/8,,3.1290206385526256,,3.155429868652634,,3.1026114084526175,,0.03734829137926364,,2.0
L71/22,4.860747686251197,4.068866546867885,4.974756770970287,4.94840834248079,4.7201677361502785,0.41630835272895594,0.10176501496460258,1.7918592884609372,5.0,6.0
L71/5,4.920207259851145,4.9210684763569565,4.998281786941581,4.973333333333334,4.8262412399809165,4.798882681564246,0.08483945278820547,0.06192216512386236,5.0,6.0
L72/1,,3.5528313767135424,,4.29165806822246,,1.010390005907819,,1.425613468585464,,5.0
L72/13,,3.093043098742757,,3.093043098742757,,3.093043098742757,,,,1.0
L72/14,,3.1158188201657007,,3.1158188201657007,,3.1158188201657007,,,,1.0
L72/5,2.210351055582083,3.05799351313468,2.210351055582083,4.3326321930322,2.210351055582083,0.5976235013743223,,1.6981999257411293,1.0,6.0
L72/6,,2.772069252409127,,4.08068979108674,,0.6009565403622181,,1.6870252170594013,,5.0
L75/6,,4.5145463066963245,,4.559496136146264,,4.440206697361358,,0.052537683362587254,,4.0
L76/36,4.113479458751936,3.8409685313851742,4.984732824427481,4.8220298220298226,0.3266834683015355,0.3580806477020712,1.5953304740017242,1.449353317336387,9.0,9.0
L76/44,3.474171588379777,3.522116093229741,3.4770806206471856,3.696414164708771,3.471262556112368,3.3790023696150535,0.004113992885950632,0.15641452239720122,2.0,4.0
L76/49,4.283156102107919,4.214797690856724,4.32111684340725,4.2936191348829595,4.255510481578224,4.150999607188741,0.03399779353839598,0.07248695356594147,3.0,3.0
L76/53,2.8288905537082867,2.33465089886051,3.027225088370291,2.572093906239144,2.6305560190462822,2.097207891481876,0.2804873888059634,0.3357951213255191,2.0,2.0
L76/72,2.52868441657043,2.0333797545438825,3.6283928563646723,2.6551364547457847,1.8631388592282923,1.275208103232287,0.9593766074779142,0.7000052449749106,3.0,3.0
L76/89,3.725211017135637,3.730283214652707,4.161216193752613,4.106973696631172,2.4316752651108744,2.6189580629597917,0.8623639473215138,0.7409119485727681,4.0,4.0
L8/15,4.973095926653063,3.3384019459869028,4.98245348661322,4.080909571655209,4.954545454545455,0.19765786588260542,0.01140860018168749,1.542308473948136,5.0,6.0
L8/15R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
L8/21,,3.05091270150709,,3.05091270150709,,3.05091270150709,,,,1.0
L8/23,4.280972137033566,4.18282390108861,4.306560802650335,4.21036169466583,4.266505531063978,4.168759678249584,0.02222344153277749,0.023850257311028956,3.0,3.0
L8/4,4.6683579684478875,4.533921870335975,4.677329289230708,4.591381249804519,4.648387394060088,4.502213278686276,0.013513719309078963,0.03951488452807824,4.0,4.0
L80/21,4.793678351990641,4.854662760554247,4.993723849372385,4.937758193335169,4.032258064516129,4.70697470390408,0.4256932915723189,0.08019191804821603,5.0,6.0
L83/11,4.823107416892166,4.885008654508231,4.908883826879271,4.948717948717949,4.642857142857142,4.744313725490196,0.1035961195687971,0.06570068725727495,6.0,7.0
L83/81,4.383345704877251,3.7044961282649234,4.990305104077559,4.764841057066258,0.2849554787696644,0.24824937561140753,1.6564274468699423,1.9367781762193472,8.0,9.0
L85/23,1.8900743895840515,1.987944797503124,3.019981006671343,3.0103157544742514,0.3889314111486373,0.33161553842242664,1.354240680424013,1.4475102965019835,3.0,3.0
L85/3,4.867566641631923,4.771658915066128,4.948136297043908,4.854457014099297,4.761554995116062,4.6745154599809755,0.09096541513586626,0.08759917378974327,5.0,5.0
L85/39,3.1926254045946543,1.9623842622995673,3.3695780646074738,1.9623842622995673,3.0156727445818348,1.9623842622995673,0.2502488516881246,,2.0,1.0
L85/44,4.53697049602951,3.607470835572684,4.570738072196767,3.616885151056611,4.51790074481422,3.588739901636165,0.02333300573584613,0.016221538175467832,4.0,3.0
L86/14,,4.845973556938068,,4.871402612547343,,4.821417734511341,,0.019056015447129475,,5.0
L86/2,,4.972304955800139,,4.9771689497716896,,4.96875,,0.0034448281358995074,,5.0
L86/33,4.752172350317311,4.1288316285864575,4.879500367376929,4.94795281054823,4.650643493565065,3.6536548029085343,0.08032998238015289,0.4464188250573571,8.0,18.0
L86/36,4.974244379816599,4.926288912816947,5.0,4.946996466431095,4.944954128440367,4.910547396528705,0.01982137512060394,0.014858403059275403,5.0,5.0
L86A/37,4.4425102690887055,4.177598454245238,4.49669011950451,4.422428008287005,4.330405271801878,3.716794366644267,0.07636854847996327,0.3164248363225072,4.0,4.0
L86A/43,3.965866802611811,4.217454110307386,4.495068920935638,4.412113260256599,1.9147220157756615,3.752314138348015,1.1467808608605794,0.2317636165080326,5.0,7.0
L87/37,1.9731896906573714,1.8207251924152328,1.9891107078039927,1.9066794503036113,1.9332892998678997,1.7676602694977541,0.0234392952158869,0.06500943844971212,5.0,5.0
L88/86,,4.5406035448881825,,4.688683044703987,,4.382553103732729,,0.12320552852809653,,10.0
L89/24,,4.182403099962406,,4.251430432257424,,4.138890949390962,,0.06045289219510391,,3.0
L89/71,,3.7369630785352674,,3.75839762225242,,3.7155285348181146,,0.030313022428076045,,2.0
L9/11,,1.442039903185106,,1.442039903185106,,1.442039903185106,,,,1.0
L9/30,4.6630758259775815,3.648479409357097,4.671867896072839,4.128780555731849,4.650846057776358,3.1457033152323897,0.008847611898827457,0.4864200815472707,4.0,8.0
L9/41,4.8867828882056505,4.530673109336064,4.937569676700111,4.665578053559765,4.852968897266729,4.391242265587815,0.02833037396756026,0.11884337345500465,6.0,6.0
L9/42,4.285597077136325,4.820939689553156,4.590082042321084,4.859170305676856,3.135456908230018,4.755693581780538,0.643135756812133,0.042098899000817314,5.0,5.0
L9/48,3.0936901932041563,3.636487871477457,3.109100445717347,3.6528251786733783,3.078279940690966,3.6201505642815364,0.021793388103747924,0.023104441409127152,2.0,2.0
L92/21,4.281775140355518,4.208362486296903,4.288960475185307,4.229401771563777,4.270443205763976,4.186309734607943,0.009930661301931555,0.021563887587637266,3.0,3.0
L92/70,,4.829421753752584,,4.915032679738562,,4.750450089978454,,0.06452107547165102,,5.0
L92/89,2.3612196674896557,2.21225396350692,2.3612196674896557,2.3077281759128954,2.3612196674896557,2.1167797511009443,,0.13502092604142035,1.0,2.0
L94/54,,3.866808465995765,,4.1394663132090015,,3.4613840189797687,,0.35800716047892744,,3.0
L95/42,1.873616361704532,,1.873616361704532,,1.873616361704532,,,,1.0,
L95A/42,3.3754370930163615,3.1889099145334607,4.11031821397351,4.234678691395327,1.2986799686649506,0.38669929796314806,1.3851755831829262,1.872926716709445,4.0,4.0
L95A/44,1.8650997200882635,1.1946048898515007,2.4450448587654963,2.0741943581757605,1.285154581411031,0.262208676970142,0.8201662805496878,0.7408459962267883,2.0,4.0
L95A/60,4.95826377623709,3.2459073851107583,4.979605710401088,4.039494470774091,4.904882367821907,1.298022119670711,0.02720292962164819,1.1565497440155064,6.0,8.0
L95A/61,4.2753590477108965,3.1982511927126254,4.471004662597368,3.4530903539459707,4.178083557399034,3.094271123111377,0.13277822021316252,0.17111420547254869,4.0,4.0
L96/162,2.6625143709564387,2.83641176581028,4.116336672265319,4.0661815132506804,1.2229365893449502,1.248169646891852,1.5568914788527186,0.750707725188243,6.0,13.0
L96/6,2.4283611440734107,2.367823272701007,2.4283611440734107,2.367823272701007,2.4283611440734107,2.367823272701007,,,1.0,1.0
L96/86,3.468919168291519,2.767526248687439,3.6354276586180965,3.577662743738883,3.3024106779649416,1.2915318730310583,0.23547856527011513,1.280282635738532,2.0,3.0
L97A/35,4.926890814780376,4.190963720753378,4.977691561590689,4.897844900729679,4.728813559322034,3.0606965174129352,0.08538216740953072,0.7786770182584953,8.0,15.0
L97A/49,2.5230334387928584,2.1941365547568377,3.1124814986267015,2.873324379150433,1.933585378959015,1.5149487303632423,0.8336054405315287,0.9605166326560987,2.0,2.0
L98/11,3.0558404868996636,2.957547317636643,3.1589474349736704,3.6363809838025896,2.8854491139253344,2.3215702345487,0.14864631942866893,0.6354166045559609,3.0,4.0
L98/12,2.490547812212393,1.5785035708166817,3.4452187614413647,1.7998691547947947,1.3307318688844594,1.2006384301859085,1.0720667218749198,0.32884411010869896,3.0,3.0
L98/14,1.8333333333333333,2.1476669587388875,1.8333333333333333,2.9519671393283877,1.8333333333333333,1.3433667781493868,,1.1374522236088014,1.0,2.0
L98/17,2.5985406511391544,2.052166572353877,2.929789190934394,2.4602122811010627,2.267292111343915,1.2867969538137165,0.46845617749471175,0.5233020887397113,2.0,4.0
N1/12,4.066130562051993,3.7645580464119934,4.996776273372018,4.683565004088307,2.257628692392988,1.915942885304992,1.1191028120925837,1.1365073907944159,8.0,8.0
N1/49,3.146906544570519,3.1263703875155904,3.146906544570519,3.1263703875155904,3.146906544570519,3.1263703875155904,,,1.0,1.0
N1/52,3.154043763723169,3.134522918745045,3.154043763723169,3.134522918745045,3.154043763723169,3.134522918745045,,,1.0,1.0
N1/55,2.66862674633634,2.2711204534248037,2.66862674633634,2.2711204534248037,2.66862674633634,2.2711204534248037,,,1.0,1.0
N1/66,3.557403307998467,4.094290008523702,3.8076955465503435,4.213473531305338,3.1382593059789032,4.033711188567409,0.36526621602225523,0.10322067797487226,3.0,3.0
N10/13,3.0760055761751692,3.127899012683407,3.0760055761751692,3.127899012683407,3.0760055761751692,3.127899012683407,,,1.0,1.0
N10/17,3.056391755036958,3.0873876899963077,3.056391755036958,3.0873876899963077,3.056391755036958,3.0873876899963077,,,1.0,1.0
N10/7,4.779959051298834,4.781308895635361,4.94979079497908,4.890140845070422,4.63140902665402,4.664044050164873,0.14838070896414654,0.10120980045664815,5.0,5.0
N10/9,3.1084750883702914,3.1060439412947662,3.1084750883702914,3.1060439412947662,3.1084750883702914,3.1060439412947662,,,1.0,1.0
N100/13,3.952207150468414,3.8995109947467252,3.970695295474161,3.95409449274492,3.9372277514300116,3.837132450243396,0.01700742778271529,0.058869363076603766,3.0,3.0
N101/22,2.2609831805782,4.199733645017674,2.2609831805782,4.208377660507749,2.2609831805782,4.189559514455248,,0.009501925821342438,1.0,3.0
N101/23,2.4655503221566635,2.406328042888652,2.4655503221566635,2.406328042888652,2.4655503221566635,2.406328042888652,,,1.0,1.0
N101/38,,3.2483559727793025,,3.4954826349215953,,3.0155889825453905,,0.19683306363257003,,6.0
N101A/28,,3.7398074012106326,,3.747962881554521,,3.731651920866744,,0.011533590909994418,,2.0
N102/38,,4.240631484176642,,4.303413120418444,,4.185795742489818,,0.05920992170160703,,3.0
N102A/33,,4.117940011097503,,4.151265076641464,,4.087376298868734,,0.03203377569725132,,3.0
N103/1,,3.758589560943201,,3.8075078112946015,,3.7096713105918,,0.06918085309451319,,2.0
N103/31,4.903487509807526,3.7041558204297975,4.982651796778191,3.92701722574796,4.799436028833205,3.0042767431315403,0.08090274278581427,0.25341537739175135,5.0,11.0
N103/38,3.572156818869816,3.5646750620009184,3.630445867561061,3.6158340509474076,3.5138677701785714,3.5135160730544293,0.08243316319698434,0.07234973600542026,2.0,2.0
N103/39,4.92055875119276,4.851301283953736,4.978633340052409,4.920991479473276,4.8272609375170745,4.7437613137945975,0.07469046983045706,0.08048982308567304,5.0,5.0
N103A/37,,3.7850826591133524,,3.8054236065377105,,3.7647417116889947,,0.028766443719045146,,2.0
N104/18,3.122146129770206,2.9947047631670394,3.122146129770206,2.9947047631670394,3.122146129770206,2.9947047631670394,,,1.0,1.0
N104/23,3.1469933517587325,3.0823975021633947,3.1469933517587325,3.0823975021633947,3.1469933517587325,3.0823975021633947,,,1.0,1.0
N104/32,4.021265606728456,3.946844566788032,4.315129715731752,4.272589980322327,3.160558421703625,3.160558421703625,0.5738259437015504,0.5263366758140375,4.0,4.0
N104/37,4.51183072568356,4.290487121335108,4.617102895836071,4.3882990556147785,4.411388186839362,4.2006739684355905,0.10235495549117017,0.08304194800812836,4.0,4.0
N105/13,4.253970054578675,4.110416674769359,4.993360995850622,4.957413249211356,0.7663016360067456,0.7064735045616748,1.5473906658508443,1.420935422781795,7.0,8.0
N105/17,2.0878866315476285,2.2080213322705062,2.0878866315476285,2.7511559154836287,2.0878866315476285,1.746031746031746,,0.431353628802258,1.0,4.0
N105/2,,2.248353300039362,,3.5777593353057213,,1.3259419801221624,,0.9780442660870569,,4.0
N106/20,3.5086857496203683,3.7422699051111543,3.534174783408157,4.151573306775105,3.483196715832579,3.3569020561354295,0.03604693727447726,0.31491831223116956,2.0,5.0
N106/27,,3.1265584217036246,,3.1265584217036246,,3.1265584217036246,,,,1.0
N106/30,,3.100633328070666,,3.100633328070666,,3.100633328070666,,,,1.0
N106/36,4.946639578529376,3.776306403960785,4.977653631284916,4.126676602086438,4.925465838509317,2.675684472123793,0.017829391619648485,0.38472161296657026,6.0,12.0
N106/43,2.9424080045830974,3.896938728533801,3.696606382840479,3.907017651857747,2.209465686925199,3.8822658977189026,0.7582554864889749,0.01299962779328761,6.0,3.0
N106/43R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
N106/44,,3.135960503065971,,3.135960503065971,,3.135960503065971,,,,1.0
N106/48,2.8205584217036246,1.5415091573758766,2.8205584217036246,1.717914438502674,2.8205584217036246,1.3651038762490793,,0.24947474104375536,1.0,2.0
N106/56,3.160558421703625,3.147737908883112,3.160558421703625,3.147737908883112,3.160558421703625,3.147737908883112,,,1.0,1.0
N106/65,2.185980665429182,1.8801962433923138,3.1589310824033805,1.9841978701477156,1.8108108108108107,1.664804469273743,0.6519249586048689,0.14583495425508364,4.0,4.0
N108/13,3.820291098998641,3.4860630749846244,3.8262511413631524,3.7020070233225537,3.8143310566341295,3.084758309407162,0.008428772744210259,0.34787636903551233,2.0,3.0
N108/20,,3.546244284927543,,3.748279821764969,,3.160558421703625,,0.3341402292584889,,3.0
N108/27,,2.634740688726871,,2.634740688726871,,2.634740688726871,,,,1.0
N108/35,,3.5313097550562857,,3.733723766696211,,3.1297891909343942,,0.3477309410752686,,3.0
N108/54,4.250672243500947,3.7975744853954896,4.295985953354894,3.8402164341303053,4.211678275465833,3.7745293063152614,0.04250765213763207,0.03696924026564145,3.0,3.0
N11/24,2.3278291112647205,2.2147007571523694,2.3278291112647205,2.2147007571523694,2.3278291112647205,2.2147007571523694,,,1.0,1.0
N11/33,3.090111187720389,3.500530161103617,3.2908727751915285,3.7301950943095266,2.7161139772591802,3.086892913624168,0.3241833659439165,0.35894816232014043,3.0,3.0
N11/33R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
N11/5,,2.262713603398857,,2.262713603398857,,2.262713603398857,,,,1.0
N110/15,4.98255683426067,4.866769442157021,5.0,4.891417425227568,4.954057202018895,4.8221532201938,0.015921585797160857,0.03191502323783883,6.0,6.0
N110/22,,3.7603644525327247,,4.760845383759733,,1.9732242628499188,,1.016238225263426,,10.0
N110/29,4.638041172213434,4.69401315401213,4.938976377952756,4.971108490566038,3.160558421703625,3.160558421703625,0.654721707694171,0.6764471760003576,7.0,7.0
N110/5,3.3414346548940435,3.6633689095258113,3.3552537503714306,3.894631112277043,3.3276155594166568,3.537730840122721,0.019543152243849112,0.20052878652482023,2.0,3.0
N111/24,4.252442376287347,4.029675204661724,4.292270689561096,4.1571678365883935,4.222797515676157,3.951218884223576,0.035838631440244226,0.11138744376428185,3.0,3.0
N111/24R,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0
N111/27,4.093619244116808,4.217918401910302,4.139984767935552,4.265220895863447,4.065302889918877,4.171584133126876,0.04048055235573051,0.0468258895156371,3.0,3.0
N111/48,4.29943414365312,4.142263053162052,4.303456799257139,4.288434783016486,4.292755498869434,4.02736684340725,0.005824102195949068,0.13331442491748513,3.0,3.0
